ID,Source,Severity,Start_Lat,Start_Lng,End_Lat,End_Lng,Street,City,County,State,Zipcode,Country,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7054914,Source1,1,35.97461,-78.87272,35.93595999999999,-78.85887,Durham Fwy S,Durham,Durham,NC,27703,US,2020-06-24 15:51:00,86.0,86.0,41.0,29.5,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7054916,Source1,3,35.91247,-78.78206999999998,35.91247,-78.78206999999998,Glenwood Ave,Durham,Wake,NC,27703,US,2020-06-24 15:51:00,86.0,86.0,41.0,29.5,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7060290,Source1,3,36.04025,-78.90597,36.04025,-78.90597, N Duke St,Durham,Durham,NC,27704-2623,US,2020-06-26 08:51:00,77.0,77.0,64.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-7060406,Source1,2,35.91247,-78.78206999999998,35.91247,-78.78206999999998,Glenwood Ave,Durham,Wake,NC,27703,US,2020-06-26 15:51:00,86.0,86.0,44.0,29.65,10.0,W,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7060496,Source1,2,35.96535,-78.9194,35.96535,-78.9194, E Cornwallis Rd,Durham,Durham,NC,27707-4047,US,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7060510,Source1,3,35.90504,-78.95543,35.91055,-78.97967,I-40 W,Durham,Durham,NC,27713,US,2020-06-26 18:51:00,85.0,85.0,46.0,29.63,10.0,SW,13.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7060513,Source1,3,35.90744,-78.94336,35.90504,-78.95543,I-40 W,Durham,Durham,NC,27713,US,2020-06-26 17:51:00,87.0,87.0,43.0,29.63,10.0,W,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7062933,Source1,1,35.88617,-78.8436,35.88617,-78.8436,I-40 E,Durham,Durham,NC,27703,US,2020-06-27 11:51:00,87.0,87.0,51.0,29.55,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7067308,Source1,1,35.93524,-78.85854,35.97472,-78.87254,Durham Fwy N,Durham,Durham,NC,27709,US,2020-06-05 13:31:00,82.0,82.0,71.0,29.54,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7067309,Source1,1,35.97461,-78.87272,35.93595999999999,-78.85887,Durham Fwy S,Durham,Durham,NC,27703,US,2020-06-05 13:31:00,82.0,82.0,71.0,29.54,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7067387,Source1,2,35.93222,-78.80946,35.93222,-78.80946, E US Highway 70,Durham,Durham,NC,27703,US,2020-06-05 13:31:00,82.0,82.0,71.0,29.54,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7067581,Source1,2,35.93895,-78.81855999999998,35.93895,-78.81855999999998,Angier Ave,Durham,Durham,NC,27703,US,2020-06-05 14:51:00,86.0,86.0,61.0,29.5,10.0,WSW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7067666,Source1,2,36.02909,-78.91249,36.02909,-78.91249, Broad St,Durham,Durham,NC,27705-3435,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7067667,Source1,2,35.93895,-78.81855999999998,35.93895,-78.81855999999998,Angier Ave,Durham,Durham,NC,27703,US,2020-06-05 14:51:00,86.0,86.0,61.0,29.5,10.0,WSW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7068443,Source1,2,35.91742,-78.78886,35.91742,-78.78886,Glenwood Ave,Durham,Wake,NC,27703,US,2020-06-05 17:51:00,86.0,86.0,61.0,29.46,10.0,WSW,9.0,0.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7070830,Source1,1,35.8959,-78.87591,35.8959,-78.87591,Triangle Expy,Durham,Durham,NC,27709,US,2020-06-07 08:51:00,76.0,76.0,82.0,29.55,10.0,NNE,6.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7072337,Source1,1,35.90697,-78.89482,35.90949000000001,-78.93042,I-40 W,Durham,Durham,NC,27713,US,2020-06-08 07:51:00,72.0,72.0,71.0,29.6,10.0,SSE,6.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7072398,Source1,2,35.9919,-78.91986999999997,35.9919,-78.91986999999997, Morehead Ave,Durham,Durham,NC,27707-1253,US,,,,,,,,,,,False,True,False,False,True,False,False,True,False,False,True,False,Day,Day,Day,Day
A-7074949,Source1,3,35.97461,-78.87272,35.93595999999999,-78.85887,Durham Fwy S,Durham,Durham,NC,27703,US,2020-06-09 15:22:00,86.0,86.0,63.0,29.56,10.0,SE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7074950,Source1,2,35.97461,-78.87272,35.93595999999999,-78.85887,Durham Fwy S,Durham,Durham,NC,27703,US,2020-06-09 12:51:00,81.0,81.0,79.0,29.6,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7074954,Source1,2,35.97461,-78.87272,35.93595999999999,-78.85887,Durham Fwy S,Durham,Durham,NC,27703,US,2020-06-09 14:51:00,85.0,85.0,65.0,29.57,10.0,SE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7074987,Source1,3,35.9478,-78.99611,35.97004000000001,-79.05941999999997,I-40 W,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7075036,Source1,2,35.9947,-78.9742,35.9947,-78.9742, W Cornwallis Rd,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7077469,Source1,2,35.99014000000001,-78.85806,35.99014000000001,-78.85806, Holloway St,Durham,Durham,NC,27703-3317,US,2020-06-10 06:51:00,77.0,77.0,88.0,29.58,10.0,S,9.0,0.0,Cloudy,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-7080194,Source1,2,36.03644,-78.97216999999998,36.03866,-79.01186,I-85 S,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7080200,Source1,3,36.0161,-78.94621,36.03003,-78.96221,Durham Fwy N,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7080446,Source1,3,35.91247,-78.78206999999998,35.91247,-78.78206999999998,Glenwood Ave,Durham,Wake,NC,27703,US,2020-06-11 20:07:00,78.0,78.0,81.0,29.67,10.0,SSW,7.0,0.0,Thunder,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7080455,Source1,2,36.05591,-78.79856,36.05591,-78.79856,I-85 N,Durham,Durham,NC,27704,US,2020-06-11 18:51:00,79.0,79.0,79.0,29.65,10.0,S,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7080456,Source1,3,36.04365,-78.81883,36.05827,-78.79466,US-15 N,Durham,Durham,NC,27704,US,2020-06-11 19:42:00,78.0,78.0,84.0,29.65,10.0,SSW,12.0,0.0,Thunder,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7080464,Source1,3,36.04365,-78.81883,36.05827,-78.79466,US-15 N,Durham,Durham,NC,27704,US,2020-06-11 19:51:00,78.0,78.0,81.0,29.66,10.0,S,9.0,0.0,Thunder,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7082858,Source1,4,35.96112,-78.81406,35.95935,-78.82006, Sherron Rd,Durham,Durham,NC,27703-9689,US,2020-06-12 07:51:00,69.0,69.0,84.0,29.73,10.0,NNE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7082859,Source1,4,35.95935,-78.82006,35.96112,-78.81406, Sherron Rd,Durham,Durham,NC,27703-8875,US,2020-06-12 07:51:00,69.0,69.0,84.0,29.73,10.0,NNE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7082860,Source1,1,35.89656,-78.86563000000002,35.89656,-78.86563000000002,I-40 E,Durham,Durham,NC,27709,US,2020-06-12 07:51:00,69.0,69.0,84.0,29.73,10.0,NNE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7082863,Source1,2,35.9068,-78.89484,35.89745999999999,-78.86786,I-40 E,Durham,Durham,NC,27713,US,2020-06-12 08:51:00,72.0,72.0,76.0,29.74,10.0,NNE,8.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7082870,Source1,2,35.89818,-78.86966,35.8933,-78.85529,I-40 E,Durham,Durham,NC,27709,US,2020-06-12 08:51:00,72.0,72.0,76.0,29.74,10.0,NNE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7082995,Source1,3,35.9478,-78.99611,35.97004000000001,-79.05941999999997,I-40 W,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7083001,Source1,2,35.96149000000001,-78.97694,35.96149000000001,-78.97694, Garrett Rd,Durham,Durham,NC,27707-2409,US,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7085531,Source1,1,35.88503,-78.84252,35.88503,-78.84252,I-40 E,Durham,Durham,NC,27703,US,2020-06-13 06:51:00,67.0,67.0,90.0,29.7,10.0,ENE,8.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7085615,Source1,1,35.89938,-78.86995,35.89938,-78.86995,I-40 W,Durham,Durham,NC,27709,US,2020-06-13 22:51:00,71.0,71.0,59.0,29.74,10.0,ESE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7091558,Source1,4,35.99431,-78.86308000000002,35.99159,-78.86299,US-70 E,Durham,Durham,NC,27703,US,2020-06-16 16:30:00,60.0,60.0,96.0,29.72,2.0,NNE,12.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7091561,Source1,4,35.99431,-78.86308000000002,35.99087,-78.86296999999998,US-70 E,Durham,Durham,NC,27703,US,2020-06-16 17:22:00,60.0,60.0,96.0,29.71,2.0,NNE,12.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7094048,Source1,3,35.90932,-78.93043,35.9068,-78.89484,I-40 E,Durham,Durham,NC,27713,US,2020-06-17 08:51:00,63.0,63.0,97.0,29.63,10.0,NNW,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7094052,Source1,1,35.90627,-78.88983,35.90627,-78.88983,I-40 E,Durham,Durham,NC,27713,US,2020-06-17 08:51:00,63.0,63.0,97.0,29.63,10.0,NNW,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7096765,Source1,2,36.05746,-78.92913,36.05746,-78.92913, Guess Rd,Durham,Durham,NC,27705-1505,US,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7096766,Source1,2,35.97643,-78.90094,35.97643,-78.90094, Fayetteville St,Durham,Durham,NC,27707-3130,US,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7096795,Source1,2,35.91885,-78.9614,35.91885,-78.9614,W NC Highway 54,Durham,Durham,NC,27707,US,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7099556,Source1,2,36.01961,-78.88994,36.01961,-78.88994, E Club Blvd,Durham,Durham,NC,27704-4318,US,2020-06-19 17:27:00,75.0,75.0,76.0,29.63,6.0,ESE,12.0,0.0,T-Storm,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7099579,Source1,2,36.03874,-79.01403,36.05887,-79.08667,I-85 S,Durham,Orange,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7103652,Source1,1,35.9173,-78.789,35.9173,-78.789, Glenwood Ave,Durham,Durham,NC,27703-8136,US,2020-06-21 11:51:00,80.0,80.0,67.0,29.61,10.0,W,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7104832,Source1,1,35.9069,-78.89409,35.9069,-78.89409,NC Highway 55,Durham,Durham,NC,27713,US,2020-03-06 10:51:00,53.0,53.0,47.0,29.45,10.0,WNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7104860,Source1,1,36.03839,-79.00516999999998,36.03839,-79.00516999999998,I-85 S,Durham,Orange,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7104861,Source1,1,35.95609,-79.00534,35.95609,-79.00534,I-40 W,Durham,Orange,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7104864,Source1,1,35.88802000000001,-78.84504,35.88802000000001,-78.84504,I-40 W,Durham,Durham,NC,27703,US,2020-03-06 18:51:00,47.0,41.0,42.0,29.59,10.0,NW,13.0,0.0,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7107183,Source1,1,35.99475,-78.91171,35.99475,-78.91171,Durham Fwy N,Durham,Durham,NC,27701,US,2020-03-08 06:51:00,29.0,29.0,82.0,30.12,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7107187,Source1,1,35.97496,-78.87324,35.97496,-78.87324,Durham Fwy S,Durham,Durham,NC,27703,US,2020-03-08 12:51:00,56.0,56.0,30.0,30.19,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7107189,Source1,2,35.90462,-78.88417,35.90462,-78.88417,I-40 W,Durham,Durham,NC,27713,US,2020-03-08 13:51:00,59.0,59.0,27.0,30.15,10.0,SSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7108002,Source1,2,35.98133,-78.88792,35.98133,-78.88792,Durham Fwy N,Durham,Durham,NC,27701,US,2020-03-09 08:51:00,45.0,39.0,68.0,30.14,10.0,SW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7108005,Source1,1,35.96532,-78.86546,35.96532,-78.86546,Durham Fwy N,Durham,Durham,NC,27703,US,2020-03-09 09:51:00,50.0,50.0,59.0,30.16,10.0,SW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7109025,Source1,2,35.9838,-78.89295,35.9838,-78.89295,Durham Fwy N,Durham,Durham,NC,27701,US,2020-03-10 10:51:00,63.0,63.0,70.0,29.91,10.0,SW,16.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7112002,Source1,1,35.97825,-78.8802,35.97825,-78.8802,Durham Fwy N,Durham,Durham,NC,27703,US,2020-03-12 08:51:00,53.0,53.0,96.0,29.61,0.06,NNE,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7112004,Source1,1,35.965,-78.86539,35.965,-78.86539,Durham Fwy N,Durham,Durham,NC,27703,US,2020-03-12 09:51:00,53.0,53.0,100.0,29.62,0.06,NNE,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7113682,Source1,1,36.00562,-78.95753,36.00562,-78.95753,US-15 N,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7116546,Source1,2,35.90507,-78.88587,35.90507,-78.88587,I-40 W,Durham,Durham,NC,27713,US,2020-03-15 17:51:00,52.0,52.0,66.0,29.93,10.0,NE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7117525,Source1,1,35.89547,-78.86291,35.89547,-78.86291,I-40 E,Durham,Durham,NC,27709,US,2020-03-16 15:51:00,58.0,58.0,44.0,29.91,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7119021,Source1,4,35.97461,-78.87273,35.97461,-78.87273,Durham Fwy S,Durham,Durham,NC,27703,US,2020-03-17 16:51:00,62.0,62.0,75.0,29.74,10.0,SW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7119022,Source1,1,35.97461,-78.87273,35.97461,-78.87273,Durham Fwy S,Durham,Durham,NC,27703,US,2020-03-17 16:51:00,62.0,62.0,75.0,29.74,10.0,SW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7120230,Source1,1,35.97512000000001,-78.87348,35.97512000000001,-78.87348,Durham Fwy N,Durham,Durham,NC,27703,US,2020-03-18 15:51:00,66.0,66.0,59.0,29.91,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7120257,Source1,2,35.97795,-78.87999,35.97458,-78.8727,Durham Fwy S,Durham,Durham,NC,27703,US,2020-03-18 15:51:00,66.0,66.0,59.0,29.91,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7120273,Source1,2,35.98093,-78.88743000000002,35.97458,-78.8727,Durham Fwy S,Durham,Durham,NC,27701,US,2020-03-18 16:51:00,66.0,66.0,59.0,29.89,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7122580,Source1,2,35.93862,-78.81837,35.93862,-78.81837, E US Highway 70,Durham,Durham,NC,27703,US,2020-03-19 12:51:00,73.0,73.0,73.0,29.84,10.0,SW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7128898,Source1,2,35.9173,-78.789,35.9173,-78.789, Glenwood Ave,Durham,Durham,NC,27703-8136,US,2020-03-22 10:51:00,52.0,52.0,61.0,30.04,10.0,E,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7131255,Source1,1,35.91504000000001,-78.86322,35.9202,-78.86118,Durham Fwy N,Durham,Durham,NC,27709,US,2020-03-23 10:51:00,47.0,45.0,90.0,29.82,10.0,NNE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7131257,Source1,1,35.91112000000001,-78.86516999999998,35.9202,-78.86118,Durham Fwy N,Durham,Durham,NC,27709,US,2020-03-23 11:51:00,47.0,44.0,90.0,29.86,10.0,NW,6.0,0.0,Light Rain,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7133938,Source1,3,35.93524,-78.85854,35.97472,-78.87254,Durham Fwy N,Durham,Durham,NC,27709,US,2020-03-24 10:51:00,53.0,53.0,86.0,29.74,10.0,E,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7136112,Source1,3,35.91149,-78.86545,35.90108,-78.87513,Cornwallis Rd,Durham,Durham,NC,27709,US,2020-03-25 08:42:00,47.0,45.0,97.0,29.37,2.0,VAR,5.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7136124,Source1,2,36.09023,-78.84170999999998,36.09023,-78.84170999999998, Old Oxford Rd,Durham,Durham,NC,27712-9440,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7138388,Source1,2,35.98093,-78.88743000000002,35.97458,-78.8727,Durham Fwy S,Durham,Durham,NC,27701,US,2020-03-26 17:51:00,61.0,61.0,62.0,29.6,10.0,SW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7140401,Source1,1,35.91247,-78.78206999999998,35.91247,-78.78206999999998,Glenwood Ave,Durham,Wake,NC,27703,US,2020-03-27 11:51:00,67.0,67.0,79.0,29.52,10.0,SW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7142164,Source1,1,35.91247,-78.78206999999998,35.91247,-78.78206999999998,Glenwood Ave,Durham,Wake,NC,27703,US,2020-03-28 15:51:00,88.0,88.0,45.0,29.43,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7142171,Source1,1,35.91247,-78.78206999999998,35.91247,-78.78206999999998,Glenwood Ave,Durham,Wake,NC,27703,US,2020-03-28 16:51:00,88.0,88.0,42.0,29.42,10.0,SW,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7143483,Source1,1,35.91247,-78.78206999999998,35.91247,-78.78206999999998,Glenwood Ave,Durham,Wake,NC,27703,US,2020-03-29 14:51:00,86.0,86.0,49.0,29.46,10.0,SSW,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7144819,Source1,2,35.9964,-78.92118,35.9964,-78.92118, Chapel Hill Rd,Durham,Durham,NC,27701,US,2020-03-30 06:51:00,66.0,66.0,33.0,29.59,10.0,VAR,6.0,0.0,Mostly Cloudy,False,True,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day
A-7144821,Source1,3,35.88797,-78.84532,35.88209000000001,-78.83976,I-40 E,Durham,Durham,NC,27703,US,2020-03-30 06:51:00,66.0,66.0,33.0,29.59,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7148975,Source1,2,35.93728,-78.81616,35.93728,-78.81616, E US Highway 70,Durham,Durham,NC,27703,US,2020-04-01 16:51:00,58.0,58.0,46.0,29.41,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7148976,Source1,2,35.93895,-78.81855999999998,35.93895,-78.81855999999998,Angier Ave,Durham,Durham,NC,27703,US,2020-04-01 17:51:00,58.0,58.0,44.0,29.42,10.0,N,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7154862,Source1,3,35.9173,-78.789,35.9173,-78.789, Glenwood Ave,Durham,Durham,NC,27703-8136,US,2020-04-04 19:51:00,64.0,64.0,38.0,29.54,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-7157781,Source1,2,35.98779000000001,-78.90254,35.98779000000001,-78.90254, S Roxboro St,Durham,Durham,NC,27707-1750,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7161280,Source1,1,35.97729,-78.87832,35.97729,-78.87832,Durham Fwy S,Durham,Durham,NC,27703,US,2020-04-07 16:51:00,78.0,78.0,40.0,29.42,10.0,WSW,25.0,0.0,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7161293,Source1,2,35.97795,-78.87999,35.97458,-78.8727,Durham Fwy S,Durham,Durham,NC,27703,US,2020-04-07 16:51:00,78.0,78.0,40.0,29.42,10.0,WSW,25.0,0.0,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7161295,Source1,3,35.98093,-78.88743000000002,35.97458,-78.8727,Durham Fwy S,Durham,Durham,NC,27701,US,2020-04-07 17:51:00,77.0,77.0,43.0,29.41,10.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7165913,Source1,2,35.89453,-78.87938,35.89453,-78.87938, T.W. Alexander Dr,Durham,Durham,NC,27709,US,2020-04-09 08:51:00,58.0,58.0,97.0,29.17,10.0,W,5.0,0.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7175975,Source1,4,35.93686,-78.88769,35.93686,-78.88769, NC Highway 55,Durham,Durham,NC,27713,US,2020-04-14 21:51:00,63.0,63.0,75.0,29.47,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7177924,Source1,2,35.96002,-78.91048,35.96002,-78.91048, E Cornwallis Rd,Durham,Durham,NC,27707,US,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7180271,Source1,2,35.9173,-78.789,35.9173,-78.789, Glenwood Ave,Durham,Durham,NC,27703-8136,US,2020-04-16 16:51:00,65.0,65.0,22.0,29.74,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7186445,Source1,2,36.03882,-79.00917,36.03882,-79.00917,US Hwy 70,Durham,Orange,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7186455,Source1,2,36.05599,-78.90316999999997,36.05599,-78.90316999999997, N Roxboro St,Durham,Durham,NC,27704-1830,US,2020-04-20 08:51:00,55.0,55.0,96.0,29.12,2.0,NE,7.0,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7186466,Source1,4,36.05909000000001,-78.90318,36.05909000000001,-78.90318, N Roxboro St,Durham,Durham,NC,27704-1831,US,2020-04-20 07:28:00,55.0,55.0,96.0,29.11,2.0,E,3.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7186589,Source1,1,35.90665,-78.89318,35.90665,-78.89318,I-40 E,Durham,Durham,NC,27713,US,2020-04-20 12:51:00,53.0,53.0,86.0,29.23,10.0,NNE,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
